FieldID	Field
x25589_0_0	Weighted-mean L1 in tract posterior thalamic radiation (right)|x25589_0_0
x25590_0_0	Weighted-mean L1 in tract superior longitudinal fasciculus (left)|x25590_0_0
x25591_0_0	Weighted-mean L1 in tract superior longitudinal fasciculus (right)|x25591_0_0
x25592_0_0	Weighted-mean L1 in tract superior thalamic radiation (left)|x25592_0_0
x25593_0_0	Weighted-mean L1 in tract superior thalamic radiation (right)|x25593_0_0
x25594_0_0	Weighted-mean L1 in tract uncinate fasciculus (left)|x25594_0_0
x25595_0_0	Weighted-mean L1 in tract uncinate fasciculus (right)|x25595_0_0
x25596_0_0	Weighted-mean L2 in tract acoustic radiation (left)|x25596_0_0
x25597_0_0	Weighted-mean L2 in tract acoustic radiation (right)|x25597_0_0
x25598_0_0	Weighted-mean L2 in tract anterior thalamic radiation (left)|x25598_0_0
x25599_0_0	Weighted-mean L2 in tract anterior thalamic radiation (right)|x25599_0_0
x25600_0_0	Weighted-mean L2 in tract cingulate gyrus part of cingulum (left)|x25600_0_0
x25601_0_0	Weighted-mean L2 in tract cingulate gyrus part of cingulum (right)|x25601_0_0
x25602_0_0	Weighted-mean L2 in tract parahippocampal part of cingulum (left)|x25602_0_0
x25603_0_0	Weighted-mean L2 in tract parahippocampal part of cingulum (right)|x25603_0_0
x25604_0_0	Weighted-mean L2 in tract corticospinal tract (left)|x25604_0_0
x25605_0_0	Weighted-mean L2 in tract corticospinal tract (right)|x25605_0_0
x25606_0_0	Weighted-mean L2 in tract forceps major|x25606_0_0
x25607_0_0	Weighted-mean L2 in tract forceps minor|x25607_0_0
x25608_0_0	Weighted-mean L2 in tract inferior fronto-occipital fasciculus (left)|x25608_0_0
x25609_0_0	Weighted-mean L2 in tract inferior fronto-occipital fasciculus (right)|x25609_0_0
x25610_0_0	Weighted-mean L2 in tract inferior longitudinal fasciculus (left)|x25610_0_0
x25611_0_0	Weighted-mean L2 in tract inferior longitudinal fasciculus (right)|x25611_0_0
x25612_0_0	Weighted-mean L2 in tract middle cerebellar peduncle|x25612_0_0
x25613_0_0	Weighted-mean L2 in tract medial lemniscus (left)|x25613_0_0
x25614_0_0	Weighted-mean L2 in tract medial lemniscus (right)|x25614_0_0
x25615_0_0	Weighted-mean L2 in tract posterior thalamic radiation (left)|x25615_0_0
x25616_0_0	Weighted-mean L2 in tract posterior thalamic radiation (right)|x25616_0_0
x25617_0_0	Weighted-mean L2 in tract superior longitudinal fasciculus (left)|x25617_0_0
x25618_0_0	Weighted-mean L2 in tract superior longitudinal fasciculus (right)|x25618_0_0
x25619_0_0	Weighted-mean L2 in tract superior thalamic radiation (left)|x25619_0_0
x25620_0_0	Weighted-mean L2 in tract superior thalamic radiation (right)|x25620_0_0
x25621_0_0	Weighted-mean L2 in tract uncinate fasciculus (left)|x25621_0_0
x25622_0_0	Weighted-mean L2 in tract uncinate fasciculus (right)|x25622_0_0
x25623_0_0	Weighted-mean L3 in tract acoustic radiation (left)|x25623_0_0
x25624_0_0	Weighted-mean L3 in tract acoustic radiation (right)|x25624_0_0
x25625_0_0	Weighted-mean L3 in tract anterior thalamic radiation (left)|x25625_0_0
x25626_0_0	Weighted-mean L3 in tract anterior thalamic radiation (right)|x25626_0_0
x25627_0_0	Weighted-mean L3 in tract cingulate gyrus part of cingulum (left)|x25627_0_0
x25628_0_0	Weighted-mean L3 in tract cingulate gyrus part of cingulum (right)|x25628_0_0
x25629_0_0	Weighted-mean L3 in tract parahippocampal part of cingulum (left)|x25629_0_0
x25630_0_0	Weighted-mean L3 in tract parahippocampal part of cingulum (right)|x25630_0_0
x25631_0_0	Weighted-mean L3 in tract corticospinal tract (left)|x25631_0_0
x25632_0_0	Weighted-mean L3 in tract corticospinal tract (right)|x25632_0_0
x25633_0_0	Weighted-mean L3 in tract forceps major|x25633_0_0
x25634_0_0	Weighted-mean L3 in tract forceps minor|x25634_0_0
x25635_0_0	Weighted-mean L3 in tract inferior fronto-occipital fasciculus (left)|x25635_0_0
x25636_0_0	Weighted-mean L3 in tract inferior fronto-occipital fasciculus (right)|x25636_0_0
x25637_0_0	Weighted-mean L3 in tract inferior longitudinal fasciculus (left)|x25637_0_0
x25638_0_0	Weighted-mean L3 in tract inferior longitudinal fasciculus (right)|x25638_0_0
x25639_0_0	Weighted-mean L3 in tract middle cerebellar peduncle|x25639_0_0
x25640_0_0	Weighted-mean L3 in tract medial lemniscus (left)|x25640_0_0
x25641_0_0	Weighted-mean L3 in tract medial lemniscus (right)|x25641_0_0
x25642_0_0	Weighted-mean L3 in tract posterior thalamic radiation (left)|x25642_0_0
x25643_0_0	Weighted-mean L3 in tract posterior thalamic radiation (right)|x25643_0_0
x25644_0_0	Weighted-mean L3 in tract superior longitudinal fasciculus (left)|x25644_0_0
x25645_0_0	Weighted-mean L3 in tract superior longitudinal fasciculus (right)|x25645_0_0
x25646_0_0	Weighted-mean L3 in tract superior thalamic radiation (left)|x25646_0_0
x25647_0_0	Weighted-mean L3 in tract superior thalamic radiation (right)|x25647_0_0
x25648_0_0	Weighted-mean L3 in tract uncinate fasciculus (left)|x25648_0_0
x25649_0_0	Weighted-mean L3 in tract uncinate fasciculus (right)|x25649_0_0
x25650_0_0	Weighted-mean ICVF in tract acoustic radiation (left)|x25650_0_0
x25651_0_0	Weighted-mean ICVF in tract acoustic radiation (right)|x25651_0_0
x25652_0_0	Weighted-mean ICVF in tract anterior thalamic radiation (left)|x25652_0_0
x25653_0_0	Weighted-mean ICVF in tract anterior thalamic radiation (right)|x25653_0_0
x25654_0_0	Weighted-mean ICVF in tract cingulate gyrus part of cingulum (left)|x25654_0_0
x25655_0_0	Weighted-mean ICVF in tract cingulate gyrus part of cingulum (right)|x25655_0_0
x25656_0_0	Weighted-mean ICVF in tract parahippocampal part of cingulum (left)|x25656_0_0
x25657_0_0	Weighted-mean ICVF in tract parahippocampal part of cingulum (right)|x25657_0_0
x25658_0_0	Weighted-mean ICVF in tract corticospinal tract (left)|x25658_0_0
x25659_0_0	Weighted-mean ICVF in tract corticospinal tract (right)|x25659_0_0
x25660_0_0	Weighted-mean ICVF in tract forceps major|x25660_0_0
x25661_0_0	Weighted-mean ICVF in tract forceps minor|x25661_0_0
x25662_0_0	Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (left)|x25662_0_0
x25663_0_0	Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (right)|x25663_0_0
x25664_0_0	Weighted-mean ICVF in tract inferior longitudinal fasciculus (left)|x25664_0_0
x25665_0_0	Weighted-mean ICVF in tract inferior longitudinal fasciculus (right)|x25665_0_0
x25666_0_0	Weighted-mean ICVF in tract middle cerebellar peduncle|x25666_0_0
x25667_0_0	Weighted-mean ICVF in tract medial lemniscus (left)|x25667_0_0
x25668_0_0	Weighted-mean ICVF in tract medial lemniscus (right)|x25668_0_0
x25669_0_0	Weighted-mean ICVF in tract posterior thalamic radiation (left)|x25669_0_0
x25670_0_0	Weighted-mean ICVF in tract posterior thalamic radiation (right)|x25670_0_0
x25671_0_0	Weighted-mean ICVF in tract superior longitudinal fasciculus (left)|x25671_0_0
x25672_0_0	Weighted-mean ICVF in tract superior longitudinal fasciculus (right)|x25672_0_0
x25673_0_0	Weighted-mean ICVF in tract superior thalamic radiation (left)|x25673_0_0
x25674_0_0	Weighted-mean ICVF in tract superior thalamic radiation (right)|x25674_0_0
x25675_0_0	Weighted-mean ICVF in tract uncinate fasciculus (left)|x25675_0_0
x25676_0_0	Weighted-mean ICVF in tract uncinate fasciculus (right)|x25676_0_0
x25677_0_0	Weighted-mean OD in tract acoustic radiation (left)|x25677_0_0
x25678_0_0	Weighted-mean OD in tract acoustic radiation (right)|x25678_0_0
x25679_0_0	Weighted-mean OD in tract anterior thalamic radiation (left)|x25679_0_0
x25680_0_0	Weighted-mean OD in tract anterior thalamic radiation (right)|x25680_0_0
x25681_0_0	Weighted-mean OD in tract cingulate gyrus part of cingulum (left)|x25681_0_0
x25682_0_0	Weighted-mean OD in tract cingulate gyrus part of cingulum (right)|x25682_0_0
x25683_0_0	Weighted-mean OD in tract parahippocampal part of cingulum (left)|x25683_0_0
x25684_0_0	Weighted-mean OD in tract parahippocampal part of cingulum (right)|x25684_0_0
x25685_0_0	Weighted-mean OD in tract corticospinal tract (left)|x25685_0_0
x25686_0_0	Weighted-mean OD in tract corticospinal tract (right)|x25686_0_0
x25687_0_0	Weighted-mean OD in tract forceps major|x25687_0_0
x25688_0_0	Weighted-mean OD in tract forceps minor|x25688_0_0
x25689_0_0	Weighted-mean OD in tract inferior fronto-occipital fasciculus (left)|x25689_0_0
x25690_0_0	Weighted-mean OD in tract inferior fronto-occipital fasciculus (right)|x25690_0_0
x25691_0_0	Weighted-mean OD in tract inferior longitudinal fasciculus (left)|x25691_0_0
x25692_0_0	Weighted-mean OD in tract inferior longitudinal fasciculus (right)|x25692_0_0
x25693_0_0	Weighted-mean OD in tract middle cerebellar peduncle|x25693_0_0
x25694_0_0	Weighted-mean OD in tract medial lemniscus (left)|x25694_0_0
x25695_0_0	Weighted-mean OD in tract medial lemniscus (right)|x25695_0_0
x25696_0_0	Weighted-mean OD in tract posterior thalamic radiation (left)|x25696_0_0
x25697_0_0	Weighted-mean OD in tract posterior thalamic radiation (right)|x25697_0_0
x25698_0_0	Weighted-mean OD in tract superior longitudinal fasciculus (left)|x25698_0_0
x25699_0_0	Weighted-mean OD in tract superior longitudinal fasciculus (right)|x25699_0_0
x25700_0_0	Weighted-mean OD in tract superior thalamic radiation (left)|x25700_0_0
x25701_0_0	Weighted-mean OD in tract superior thalamic radiation (right)|x25701_0_0
x25702_0_0	Weighted-mean OD in tract uncinate fasciculus (left)|x25702_0_0
x25703_0_0	Weighted-mean OD in tract uncinate fasciculus (right)|x25703_0_0
x25704_0_0	Weighted-mean ISOVF in tract acoustic radiation (left)|x25704_0_0
x25705_0_0	Weighted-mean ISOVF in tract acoustic radiation (right)|x25705_0_0
x25706_0_0	Weighted-mean ISOVF in tract anterior thalamic radiation (left)|x25706_0_0
x25707_0_0	Weighted-mean ISOVF in tract anterior thalamic radiation (right)|x25707_0_0
x25708_0_0	Weighted-mean ISOVF in tract cingulate gyrus part of cingulum (left)|x25708_0_0
x25709_0_0	Weighted-mean ISOVF in tract cingulate gyrus part of cingulum (right)|x25709_0_0
x25710_0_0	Weighted-mean ISOVF in tract parahippocampal part of cingulum (left)|x25710_0_0
x25711_0_0	Weighted-mean ISOVF in tract parahippocampal part of cingulum (right)|x25711_0_0
x25712_0_0	Weighted-mean ISOVF in tract corticospinal tract (left)|x25712_0_0
x25713_0_0	Weighted-mean ISOVF in tract corticospinal tract (right)|x25713_0_0
x25714_0_0	Weighted-mean ISOVF in tract forceps major|x25714_0_0
x25715_0_0	Weighted-mean ISOVF in tract forceps minor|x25715_0_0
x25716_0_0	Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (left)|x25716_0_0
x25717_0_0	Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (right)|x25717_0_0
x25718_0_0	Weighted-mean ISOVF in tract inferior longitudinal fasciculus (left)|x25718_0_0
x25719_0_0	Weighted-mean ISOVF in tract inferior longitudinal fasciculus (right)|x25719_0_0
x25720_0_0	Weighted-mean ISOVF in tract middle cerebellar peduncle|x25720_0_0
x25721_0_0	Weighted-mean ISOVF in tract medial lemniscus (left)|x25721_0_0
x25722_0_0	Weighted-mean ISOVF in tract medial lemniscus (right)|x25722_0_0
x25723_0_0	Weighted-mean ISOVF in tract posterior thalamic radiation (left)|x25723_0_0
x25724_0_0	Weighted-mean ISOVF in tract posterior thalamic radiation (right)|x25724_0_0
x25725_0_0	Weighted-mean ISOVF in tract superior longitudinal fasciculus (left)|x25725_0_0
x25726_0_0	Weighted-mean ISOVF in tract superior longitudinal fasciculus (right)|x25726_0_0
x25727_0_0	Weighted-mean ISOVF in tract superior thalamic radiation (left)|x25727_0_0
x25728_0_0	Weighted-mean ISOVF in tract superior thalamic radiation (right)|x25728_0_0
x25729_0_0	Weighted-mean ISOVF in tract uncinate fasciculus (left)|x25729_0_0
x25730_0_0	Weighted-mean ISOVF in tract uncinate fasciculus (right)|x25730_0_0
x25731_0_0	Discrepancy between T1 brain image and standard-space brain template (linearly-aligned)|x25731_0_0
x25732_0_0	Discrepancy between T1 brain image and standard-space brain template (nonlinearly-aligned)|x25732_0_0
x25733_0_0	Amount of warping applied to non-linearly align T1 brain image to standard-space|x25733_0_0
x25734_0_0	Inverted signal-to-noise ratio in T1|x25734_0_0
x25735_0_0	Inverted contrast-to-noise ratio in T1|x25735_0_0
x25736_0_0	Discrepancy between T2 FLAIR brain image and T1 brain image|x25736_0_0
x25737_0_0	Discrepancy between dMRI brain image and T1 brain image|x25737_0_0
x25738_0_0	Discrepancy between SWI brain image and T1 brain image|x25738_0_0
x25739_0_0	Discrepancy between rfMRI brain image and T1 brain image|x25739_0_0
x25740_0_0	Discrepancy between tfMRI brain image and T1 brain image|x25740_0_0
x25741_0_0	Mean rfMRI head motion averaged across space and time points|x25741_0_0
x25742_0_0	Mean tfMRI head motion averaged across space and time points|x25742_0_0
x25743_0_0	Inverted temporal signal-to-noise ratio in pre-processed rfMRI|x25743_0_0
x25744_0_0	Inverted temporal signal-to-noise ratio in artefact-cleaned pre-processed rfMRI|x25744_0_0
x25745_0_0	Inverted temporal signal-to-noise ratio in pre-processed tfMRI|x25745_0_0
x25746_0_0	Number of dMRI outlier slices detected and corrected|x25746_0_0
x25756_0_0	Scanner lateral (X) brain position|x25756_0_0
x25757_0_0	Scanner transverse (Y) brain position|x25757_0_0
x25758_0_0	Scanner longitudinal (Z) brain position|x25758_0_0
x25759_0_0	Scanner table position|x25759_0_0
x25761_0_0	90th percentile of BOLD effect (in group-defined mask) for shapes activation|x25761_0_0
x25762_0_0	90th percentile of z-statistic (in group-defined mask) for shapes activation|x25762_0_0
x25763_0_0	90th percentile of BOLD effect (in group-defined mask) for faces activation|x25763_0_0
x25764_0_0	90th percentile of z-statistic (in group-defined mask) for faces activation|x25764_0_0
x25765_0_0	90th percentile of BOLD effect (in group-defined mask) for faces-shapes contrast|x25765_0_0
x25766_0_0	90th percentile of z-statistic (in group-defined mask) for faces-shapes contrast|x25766_0_0
x25767_0_0	90th percentile of BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast|x25767_0_0
x25768_0_0	90th percentile of z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast|x25768_0_0
x25780_0_0	Acquisition protocol phase.|x25780_0_0
x25781_0_0	Total volume of white matter hyperintensities (from T1 and T2_FLAIR images)|x25781_0_0
x25782_0_0	Volume of grey matter in Frontal Pole (left)|x25782_0_0
x25783_0_0	Volume of grey matter in Frontal Pole (right)|x25783_0_0
x25784_0_0	Volume of grey matter in Insular Cortex (left)|x25784_0_0
x25785_0_0	Volume of grey matter in Insular Cortex (right)|x25785_0_0
x25786_0_0	Volume of grey matter in Superior Frontal Gyrus (left)|x25786_0_0
x25787_0_0	Volume of grey matter in Superior Frontal Gyrus (right)|x25787_0_0
x25788_0_0	Volume of grey matter in Middle Frontal Gyrus (left)|x25788_0_0
x25789_0_0	Volume of grey matter in Middle Frontal Gyrus (right)|x25789_0_0
x25790_0_0	Volume of grey matter in Inferior Frontal Gyrus pars triangularis (left)|x25790_0_0
x25791_0_0	Volume of grey matter in Inferior Frontal Gyrus pars triangularis (right)|x25791_0_0
x25792_0_0	Volume of grey matter in Inferior Frontal Gyrus pars opercularis (left)|x25792_0_0
x25793_0_0	Volume of grey matter in Inferior Frontal Gyrus pars opercularis (right)|x25793_0_0
x25794_0_0	Volume of grey matter in Precentral Gyrus (left)|x25794_0_0
x25795_0_0	Volume of grey matter in Precentral Gyrus (right)|x25795_0_0
x25796_0_0	Volume of grey matter in Temporal Pole (left)|x25796_0_0
x25797_0_0	Volume of grey matter in Temporal Pole (right)|x25797_0_0
x25798_0_0	Volume of grey matter in Superior Temporal Gyrus anterior division (left)|x25798_0_0
x25799_0_0	Volume of grey matter in Superior Temporal Gyrus anterior division (right)|x25799_0_0
x25800_0_0	Volume of grey matter in Superior Temporal Gyrus posterior division (left)|x25800_0_0
x25801_0_0	Volume of grey matter in Superior Temporal Gyrus posterior division (right)|x25801_0_0
x25802_0_0	Volume of grey matter in Middle Temporal Gyrus anterior division (left)|x25802_0_0
x25803_0_0	Volume of grey matter in Middle Temporal Gyrus anterior division (right)|x25803_0_0
x25804_0_0	Volume of grey matter in Middle Temporal Gyrus posterior division (left)|x25804_0_0
x25805_0_0	Volume of grey matter in Middle Temporal Gyrus posterior division (right)|x25805_0_0
x25806_0_0	Volume of grey matter in Middle Temporal Gyrus temporooccipital part (left)|x25806_0_0
x25807_0_0	Volume of grey matter in Middle Temporal Gyrus temporooccipital part (right)|x25807_0_0
x25808_0_0	Volume of grey matter in Inferior Temporal Gyrus anterior division (left)|x25808_0_0
x25809_0_0	Volume of grey matter in Inferior Temporal Gyrus anterior division (right)|x25809_0_0
x25810_0_0	Volume of grey matter in Inferior Temporal Gyrus posterior division (left)|x25810_0_0
x25811_0_0	Volume of grey matter in Inferior Temporal Gyrus posterior division (right)|x25811_0_0
x25812_0_0	Volume of grey matter in Inferior Temporal Gyrus temporooccipital part (left)|x25812_0_0
x25813_0_0	Volume of grey matter in Inferior Temporal Gyrus temporooccipital part (right)|x25813_0_0
x25814_0_0	Volume of grey matter in Postcentral Gyrus (left)|x25814_0_0
x25815_0_0	Volume of grey matter in Postcentral Gyrus (right)|x25815_0_0
x25816_0_0	Volume of grey matter in Superior Parietal Lobule (left)|x25816_0_0
x25817_0_0	Volume of grey matter in Superior Parietal Lobule (right)|x25817_0_0
x25818_0_0	Volume of grey matter in Supramarginal Gyrus anterior division (left)|x25818_0_0
x25819_0_0	Volume of grey matter in Supramarginal Gyrus anterior division (right)|x25819_0_0
x25820_0_0	Volume of grey matter in Supramarginal Gyrus posterior division (left)|x25820_0_0
x25821_0_0	Volume of grey matter in Supramarginal Gyrus posterior division (right)|x25821_0_0
x25822_0_0	Volume of grey matter in Angular Gyrus (left)|x25822_0_0
x25823_0_0	Volume of grey matter in Angular Gyrus (right)|x25823_0_0
x25824_0_0	Volume of grey matter in Lateral Occipital Cortex superior division (left)|x25824_0_0
x25825_0_0	Volume of grey matter in Lateral Occipital Cortex superior division (right)|x25825_0_0
x25826_0_0	Volume of grey matter in Lateral Occipital Cortex inferior division (left)|x25826_0_0
